,0,1,2,3
0,-0.31710625,1.186676,0.02149582,0.50115967
1,-0.48205376,0.99845886,0.01203537,0.50115967
2,-0.4198742,0.7588196,0.010433197,-0.30062908
3,-0.4676342,0.45455933,-0.011234283,0.50115967
4,-0.3757763,0.29579163,0.011043549,0.50115967
5,-0.23890495,0.46409607,0.012264252,0.50115967
6,-0.26804924,0.442276,0.014324188,0.50115967
7,-0.26171684,0.4637146,0.011348724,0.50115967
8,-0.33816338,0.43800354,0.013561249,-0.30062908
9,-0.28292656,0.46981812,0.014247894,0.50115967
10,-0.3329754,0.47431946,0.012493134,7.984521
11,-0.24271965,0.4737091,0.016231537,-1.1024178
12,-0.24386406,0.4962921,0.014095306,0.50115967
13,-0.2898693,0.4777527,0.0066947937,-0.30062908
14,-0.28933525,0.47477722,0.007610321,-1.1024178
15,-0.26690483,0.47660828,0.015010834,0.50115967
