,0,1,2,3
0,-1.2976487,0.11978626,-0.38150215,3.056899
1,-0.37431145,0.6033558,0.8306668,-16.319677
2,0.22910118,0.18059254,0.6742072,-19.794102
3,0.17863274,0.18797398,0.3205471,1.5201312
4,0.31243324,0.14173985,0.06498146,-1.8206552
5,0.39477348,0.10647297,-0.47216606,-1.1524976
6,0.37348747,0.34090495,1.2945373,-25.27298
7,0.27842522,0.301957,-0.55656636,12.27746
8,-0.0054454803,0.2700662,0.978631,-6.2973037
9,-0.07145882,0.2732324,1.1601723,-5.295073
10,-0.09493828,0.2628755,1.080636,-15.3174515
11,-0.12909889,0.22638798,0.66054296,-19.727282
12,-0.14260292,0.043873787,0.59655166,-6.2973022
13,-0.13670921,-0.07750988,0.82194257,-17.656002
14,-0.13749123,-0.11487484,0.77097833,-25.272995
15,-0.11492729,-0.11525631,0.62993014,-6.2973022
